Name,Username,Date_Posted,Tweet,Reply_Count,Retweet_Count,Like_Count,Relations
AKKU™♡,@JoharAkku_21,May 25,"This Man is provoking friends among themselves, the more you keep him away from your spaces, the better it is. 
Iske kuch bhi krne se friendship nhi tuttne wali hai Humari

#friendship #AKKU",8.0,1.0,21,friendship
Esther_YuShuXin.Global,@YuShuXin_Global,May 24,"Update from others || 2023.05.24

米西Missy Xiaohongshu update

#香港 #HongKong
#BestFriends #Besties #闺蜜
#YuShuxin #EstherYu #虞书欣 #우서흔 #ユー・シューシン #NguThưHân #อวี๋ซูซิน",,28.0,82,friendship
Fαҽ,@DeathMetalMum,May 26,"Ngl, I'm pretty tired of being the person who always checks in on people & starting conversations. People often take advantage of my kind nature, and it's tiring  I'm going to be more intentional about who I contact & how often. #drained #friendship",28.0,1.0,79,friendship
Julie Flaherty,@flahertycom,May 27,"Nothing will keep us apart 
Catching up with my gals 
@JillMacauley
 & 
@LouiseMcKinstr2
 at a fab 
@DownUup
 #BBQ night in the #PinkHouse 
@Cavan_House
#friendship #girlstogether #notseenthelastofthispair",,3.0,17,friendship
Dolphin Research Ctr,@DolphinResearch,May 25,"Sandy has a new roomie! Last week, Reese joined him in his lagoon and they're hitting it off.

Stop by sometime to see these new buddies getting to know each other!

#dolphinresearchcenter #welovedolphinseveryday #dolphins #floridakeys #saltlife #friendshipgoals",2.0,4.0,46,friendship
Jesse Duplantis,@jesse_duplantis,May 26,"Are You A Friend To Sinners? #jesseduplantisministries #jesseduplantis #explorepage #saints #sinners #friends #friendship #friendly #god #christ #jesus #bible #faith #encouragement #christiantiktok #christianitytiktok #christian 

Follow us on TikTok: JesseDuplantisMinistries",1.0,11.0,55,friendship
Mustajab Zehra,@MustajabDhoki,May 24,"The way she supported me in my worst years no one else did. She is irreplaceable 
#BFFs",3.0,3.0,74,friendship
"Jaxson, Jasmin, Mila, Sam and Stout",@brendanpgraber,May 24,"Good morning       
#princessjasmin #missmila #besties #bestfriends #content",6.0,3.0,82,friendship
SAJ أمين ساجواني,@ameensajwani,May 25,"Much of your pain is self-chosen.
#FactsMatter 

#BestFriends are always there for each other ",1.0,1.0,10,friendship
J.CURT.R.,@j_curt_renners,May 25,"""A best friend is one soul in two bodies, and there is nothing more precious on this earth than true friendship.""
@JeremyRenner
 #BestFriends #truefriendship #onesoulintwobodies #JeremyRenner",9.0,10.0,78,friendship
Esther_YuShuXin.Global,@YuShuXin_Global,May 25,"Update from others & Instagram update || 2023.05.24

Esther Instagram update
Tiffgotit Xiaohongshu update

#来自星星的穿搭
#香港 #HongKong
#BestFriends #Besties #闺蜜
#YuShuxin #EstherYu #虞书欣 #우서흔 #ユー・シューシン #NguThưHân #อวี๋ซูซิน",,17.0,60,friendship
Barbara Madigin,@BMadigin,May 25,"When your best friend is moving back to Alberta. It's worth posting a pic 
#Feelingblessed 
#bestfriends",6.0,1.0,57,friendship
Natasha Johnson (she/her),@JohnsonTasha848,May 26,"Right before Opening Ceremonies ⁦
@CanPaedSociety
⁩ #CPS2023 conference yesterday. #Reunions #BFFs ",2.0,1.0,22,friendship
Sue (HermesNinja),@HermesNinja,May 26," A gorgeous afternoon with the darling local crew! 

The long weekend begins with:

 Refreshing libations
 Great food
 Golden lures
 Sunshine, laughter and Pokemon GO

 Wishing everyone a great weekend! 

#PokemonGO #weekendfun #weekendmood #squadgoals",3.0,,25,friendship
Team Edge,@Its_TeamEdge,May 26,"Fasten your seat belts!  New video drops today. Ride with us on our electric #TinyCar across #Utah's wilderness. Exclusive #BehindTheScenes and bonus footage coming your way. And hey, look out for Bobby! #Adventure #Friendship",7.0,11.0,159,friendship
Miss Positivity,@harnessdhashtag,May 25,Hehe! I #love this yess! #friendship #weirdness,,3.0,7,friendship
Kaju Matic,@KajuMatic,May 26,"""From crazy adventures to heartfelt moments, we've shared. You're the peanut butter to my jelly, the laughter to my tears. Cheers to a decade of friendship and many more to come! Wishing you an amazing birthday filled with joy and love.  #FriendshipGoals #BestiesForever""",3.0,,5,friendship
Mikey D,@miggalooch,May 25,Brought all my friends on vacation with me!!  We’re at the security checkpoint. Gonna be so much fun!! #BFFs,3.0,,16,friendship
Micki Berthelot Morency-Author,@mickimorency,May 24,"Some friends are the glue that keep the pod together. Their absences are felt deeply.

.#1linewed
#WritingCommunity #readerscommunity #Diversity #readcaribbean #friendship #WomensRights #vss365",1.0,6.0,19,friendship
Anne Scottlin,@AnneScottlin,May 26,"❦To seek to ""walk in another's shoes"" is a true test of any opinion, and the definition of love. ~Anne Scottlin 
Tarn Ellis Art 
#humanity #empathy #compassion #Art #friendship #quotestoliveby #LiveForJoy #book http://amzn.to/3rvsOTg",8.0,41.0,134,friendship
Shkendije Geci,@Shkendije_Geci,May 25,"Just had a truly inspiring meeting with the ambassadors of Botswana, Rwanda, and Zimbabwe. Discussed new avenues for strengthening friendship and cooperation between our nations. 
#Diplomacy #Friendship #Cooperation",,1.0,21,friendship
Sidra....,@HinaKhanxjaan,May 25,"Finallyyy my favorite duo #ShaHina is backkk. So so so excited for this mv. It will be superb InshaAllah. All the best 
@eyehinakhan
 and 
@Shaheer_S
 .Hmmm just excited  
#Hinakhan #ShaheerSheikh #shahina #bffs 
@eyehinakhan
 @Shaheer_S",1.0,10.0,27,friendship
Donna,@ballydonna,May 26,"Did you know at the 
@big_fandango
 in #Bury town centre you can learn to #Sew #Craft #Knit #Paint and so much more .. this #Art centre is there for you if you feel #Lonely #Needsupport #Friendship … what a glorious place to visit and be amongst #Friends",,3.0,8,friendship
𝕷𝖊𝖓𝖆 𝕾𝖊𝖗𝖎𝖊𝖘 𝕱𝖆𝖓𝖘,@sasha_stana,May 26,"Being happy doesn't mean having everything. But to appreciate what you have ⚘
The love between two people. lives from beautiful moments
#fridaymorning 
#friendship ",2.0,2.0,49,friendship
Shawn Osting,@The_Master_Wu,May 24,"We are going live tonight at 6pm est with the magnificent 
@marziesnation
 the beautiful 
@Sarahalfy24
  and the guest of the week!?!? The wonderful 
@Lumynestra
 !!! Let's Go!!! #KickStreaming #KickArmy #twitchstreamer #streamers #squadgoals",3.0,7.0,16,friendship
Murray & Friends,@burrowingbolt,May 25,"Happy birthday Alex 
@alexs_journey
 have a wonderful day hope its a hoot, sending masses of love  #birthday #BirthdayCelebration #birthdaywishes #Birthday2023 #friends #friendship",8.0,11.0,68,friendship
Dawateislami-India,@idawateislami,May 24,"Paiso Ke Dost....
.
.
.
.
.
#paisokedost #islam #nekamaal #islamiquotes #DawateislamiIndia #friendship #greedyfriends #money #allahkawali #s#sayedarifattar #post #trending #islamicvideos #islamicpost #sunnah #quran #loveformoney",1.0,33.0,109,friendship
Louise Wall,@walle18consult,May 25,"Great to see my amazing mentor and coach 
@juleswymanuk
 and share you with the rest of the #HCSANW23 audience today!  #WomenInBusiness #friendship",1.0,3.0,16,friendship
Alina Gorghiu,@alinagorghiu,May 24,"Good #Meeting w/ President of Germany , Frank-Walter Steinmeier. Our countries & have a great #friendship. Romania belongs to #Schengen. Thank you 4 supporting us. We agreed, #NATO Eastern Flank must be strenghtened. Romania's accession to #OECD was also on the #agenda.",9.0,16.0,84,friendship
Jerusalem Dateline,@JlemDateline,May 25,"#Violinist, worship leader, and composer Ruth Fazal plays the #violin to Jewish families on the streets of #Jerusalem. Learn how a #Jewish man and a #Christian woman unite through #friendship and #love for God. Watch here: http://go.ob.org/gilruth",2.0,6.0,16,friendship
Greatest Days The Musical Fans,@Greatest_Days_,May 26,"GET READY FOR IT 
@TheatreRoyalNew
 

Will you be joining us in Newcastle from 29 May? 

We can’t wait to see you there and look out for our Ambassadors at the end of the show and let them know your thoughts. 
@takethat
 #TakeThat #GreatestDaysMusical
#friendship #TheFans",1.0,15.0,34,friendship
Soka Gakkai Official,@sgi_info,May 26,"Hankuk University of Foreign Studies (#HUFS) in South Korea conferred an #honorarydoctorate of philosophy on 
@daisakuikeda_of
 in recognition of his commitment to #peace, #globalcitizenship and #friendship between Japan and South Korea.",4.0,13.0,44,friendship
Cat Margulis,@catmargulis,May 26,"Here we go! 

I am thrilled to share that my book now has a runway and is hurtling its way over to you via 
@RAPubCollective
 - I could not ask for a better team and family to be part of! 

#AuthorsOfTwitter 
#AuthorLife #writingcommunity  #friendship #books",3.0,7.0,31,friendship
Melodee L. St. James,@MelsBracelets,May 26,An Unlikely Friendship #wildlifephotography #wildlife #ODD #friends #friendship #NaturePhotography #nature #naturelovers #elephant #bird #SWEET   J552,,2.0,7,friendship
MariaProiSparkles,@MariaPSparkles,May 26,"Rizzo’s dog Kevin (L) & Judge’s dog, Penny (R) are #BestFriends  
@TheJudge44
 

#Yankees #dogs #AaronJudge #AnthonyRizzo #dogsoftwitter #Dogsarefamily #dogsofinstagram #dogstagram #dogsarelove #DogLover #DogsofTwittter",1.0,2.0,9,friendship
Kate and co,@KjbPony,May 24,"When it's just too much effort to walk up from the summer field, the pony pushes the boy through the winter fields. Then the boy encourages the pony when he tires  #ponyhour #bestfriends #smerfields",1.0,1.0,11,friendship
سما,@sama_bukhaled,May 26,"In times of crisis, true friendships shine brighter than ever.  The UAE remains dedicated to extending essential relief supplies to our dear Sudanese brethren. Together, we will overcome challenges and bring hope to the hearts of those affected. #Friendship #Support",,3.0,6,friendship
Beth Frates MD,@BethFratesMD,May 24,"Today is a great day to thank the people who have supported you during your journey on this earth. At times, we need the love + kindness of others to see the light + rekindle our own light. Never hesitate to reach out to friends when you need a helping hand. #Friendship #Kindness",10.0,25.0,85,friendship
🅚🅐🅨🅛🅞🅡 🅗🅘🅑🅜🅐,@KHibMagenta,May 26,"Love these travel days! Sharing best practices with doors and peers! Love this team!!!! #Gr8lakesgrit #squadgoals 
@Britt_Johnson17
 @MetroDuane
 @joe_monge1
 @BenKeelor
 @WinstonAwadzi
 @thayesnet",,1.0,16,friendship
Susan Wilking Horan,@SWilkingHoran,May 25,#ThursdayThoughts ~ Correction is good. Encouragement is better. Our helping hand can mean the world to another.   #wellness #Kindness #friendship #ThursdayMotivation #thursdayvibe,1.0,8.0,18,friendship
Zoe@SHEScotland,@Zoeshe_scotland,May 25,"farewell 
@staugustineshs
 was difficult this week, the group has grown so much and loved their personal letters from 
@she_scotland
. The bonds that were made in the room over the last 12 weeks was incredible #friendship #Kindness look out for each other and see you soon",,5.0,10,friendship
ToriKlepto,@ToriKlepto3,May 26,": ""Eh? Are you sure this is okay for me to wear, Nyx? What if I look dumb? ""

: ""Tori, I promise you look super cute! Let's take a picture together! "" 

#BestFriends",2.0,1.0,6,friendship
Fleischer Studios,@BoopPrezSays,May 25,"Drop a  if this makes you smile. 
#bettyboop #pudgythedog #bffs",,4.0,20,friendship
Dr. Steven Whitaker,@DrSWhitaker,May 26,"#Friendship in the workplace is crucial for improving #mentalhealth, as well as #physicalhealth.
#MentalHealthAwarenessMonth #MHAM2023 #Ψ #IOPsych #PsychScience #STEM #SIOPSmarterWorkplace",,5.0,12,friendship
Moni Ritchie Hadley ANZU & THE ART OF FRIENDSHIP,@bookthreader,May 25,"4 weeks and counting!
ANZU AND THE ART OF FRIENDSHIP Preorder!  Illustrator: Nathalia Takeyama
@natztak
Release date: 6-22-23
@AlbertWhitman
@ninaslashnivair
@21fortheBooks
 
@busyPBs
 
@sarah_redfoxlit
#AAPIHeritageMonth #picturebooks #kidlit #friendship",,4.0,10,friendship
Inspiration by John,@LifeWithJohn,May 27,"A good friend knows your smile, but the best of friends understands your tears too. ~ #TrueFriends",1.0,8.0,18,friendship
Dr. Linda Berman,@LindaBerman4,May 26,"I dream of a love in which two people share a passion to search together for some higher truth. Perhaps I should not call it love. Perhaps it's real name is friendship.
Irvin D. Yalom

#love #friendship #truth",,3.0,16,friendship
The Penguins Family,@penguins_family,May 24,"Friends are the best!

#ThePenguinsFamily #penguin #friendship #cute #PenguinsLife #life #cartoon #dailylifecartoon #dailylife #illustrator #ilustracao #kidlitart #kidlitartist #插图师 #企鹅 #插画 #JulianaMotzko",,4.0,8,friendship
PlanetB,@PlanetBGlasgow,May 24,"Today I had to say goodbye to one of my oldest & best friends.
I can't believe I'll never see you again Emma or hear your laugh. 
I'm just so thankful I got to grow up beside you.
I'll never forget you Emma.
Love always.

#EpilepsyAwareness #Friendship #Love",,1.0,16,friendship
Rachel Toll,@Elidanza,May 25,"All available in one form or another on my website 

http://watercoloursbyrachel.co.uk

#watercolours #originalart #buyart #summer #prints #artcards #bees #wildlife #book #poetry #prints #originalart #originalartwork
#octopus #wildlifeartistoftheyear
#Devon #fun #friendship #painting #art",1.0,23.0,152,friendship
BulliesOut,@BulliesOut,May 26," Friendship Friday

 Friends vs followers

 Friends are mutual connections, while followers are often one-way relationships. Remember, it's quality, not quantity, that matters. Keep your private thoughts for those who truly care about you. 

#friends #friendship",,3.0,6,friendship
UAE Africa Connect,@UAE_Africa,May 26,"Iconic landmarks lit up the night as the #UAE paid tribute to #AfricaDay, shining bright in the colours of the #AfricanUnion flag.
On this special occasion, we honour our shared commitment to #unity and #friendship, embracing the #harmony of diverse cultures coming together.",1.0,8.0,8,friendship
Inspiration by John,@LifeWithJohn,May 26,"When the world is so complicated, the simple gift of friendship is within all of our hands. - Maria Shriver ~ #Friendship",,7.0,17,friendship
Inspiration by John,@LifeWithJohn,May 26,I'm grateful for friendship. Our little lights shine brighter when we are together. ~ Awesome when that happens! ~  #Friendship,1.0,5.0,10,friendship
Dr. Linda Berman,@LindaBerman4,May 25,"Often people that criticise your life are usually the same people that don't know the price you paid to get where you are today. True friends see the full picture of your soul.
Shannon Alder

#criticism #life #understanding #friendship #wholepicture",,3.0,12,friendship
Stryke66,@Stryke_66,May 27,"Check out what showed up on my doorstep today!!

An AMAZING surprise from my friend 
@foxxiemoxie
 and some cool AF swag from my friend and teammate 
@AveegeGaming
 
Much love to you both. This completely made my day!!

#SlothCrew #FridayFeeling #friendship",4.0,1.0,12,friendship
Shaista Aziz,@shaistaAziz,May 25,"Sisterhood and sunshine are two of my most favourite things! What an amazing treat to spend time with Helen Evans in the beautiful evening sunshine. 
#friendship #sisterhood",,,11,friendship
Atenaga Victor,@atenagavictor,May 24,"Today is Connection Day for celebrating friends like my long time friemd 
@asuekiyelive
 Thanks for being a loving friend. GOD used you to open gospel music from Nigeria to then world in a different light.
Take out time today to celebrate a friend.#friendship #friends #connection",,4.0,11,friendship
Sarah,@SaSaLaSharif,May 26,"#HappyFriday FRIENDS 

‘#Friendship is my favourite ship!´ - #JD 

Let’s sail around this world together!!!
#TogetherWeSail 

#FF 4 #FRIENDS
@PinkerPfau
 
@BolligGreta
 
@ChrisJacobsen67
 
@marko_rogge
 
@StolzderR
 
@gerlinde_s
 
@charlotte_sinha
 
@Czece64
 
@bgv_online
 
@koeppi65",5.0,1.0,19,friendship
Devonshire Freemasons,@DevonMasons,May 26,"Three way skittles match Read more  https://buff.ly/3q7qaqi 

#freemasonry #freemasons #Integrity #Friendship #Respect #charity #giving #donation #support #grant #local #devonshire #oneorganisation #RoyalArch @unitedgrandlodgeofengland #skittles",1.0,2.0,16,friendship
International Children's Author,@birdwriter7,May 24,"Make a #wish! 

https://amazon.co.uk/LUNA-MOON-PIG-SUZY-DAVIES/dp/191604946X/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=1683148208&sr=8-……
#dandelions #gardens #kidsbooks #Luna #wishes #love #friendship #home #Kindness #belonging #FF #owl",,14.0,23,friendship
All Elite Wrestling,@AEW,May 27,"On the final stop before #AEWDoN, #BestFriends 
@trentylocks
 & 
@sexychuckiet
 take on the team of 
@theleemoriarty
 & 
@thecazxl
 on #AEWRampage TONIGHT at 10pm ET/9pm CT on 
@tntdrama
!",,43.0,203,friendship
All Elite Wrestling,@AEW,May 25,"#BestFriends 
@trentylocks
 & 
@sexychuckiet
 will be in tag team action against 
@theleemoriarty
 & 
@thecazxl
 on #AEWRampage TOMORROW at 10pm ET/9pm CT on 
@tntdrama
!",5.0,53.0,267,friendship
Anastase NDAGIJIMANA,@Ndanastase,May 25,"Yeeee!
Friendship knows no boundaries. Cherishing you 
@DinahAchola
 and 
@lynda_eunice
  for that special connection. This brings endless happiness to me banange #FriendshipGoals, I challenge you to meet 
@MuhumuzaF_King
  and 
@boonabaana_
  ",1.0,,16,friendship
Devonshire Freemasons,@DevonMasons,May 24,"We caught the smile (and some fish)! Read more  https://buff.ly/3Mph7sb 

#freemasonry #freemasons #Integrity #Friendship #Respect #charity #giving #donation #support #grant #local #devonshire #oneorganisation #RoyalArch @unitedgrandlodgeofengland #fishinglife #fishing",,2.0,18,friendship
Hold The Drama,@drama_hold,May 26,"What a delight to perform for 
@matthewwilsher
 s old primary school 
@WestwaysPrimary
 this morning! Such lovely singing and amazing responses to the show! #tour #music #education  #communication #friendship",1.0,2.0,15,friendship
Jenny Kane,@JennyKaneAuthor,May 26,"With another #BankHolidayWeekend on the doorstep, it's time to load that #Kindle 

Books 1 & 2 of the #MillGrange #series are just 99p for a short while!

https://amazon.co.uk/dp/B08GSJGRN7?binding=kindle_edition&ref=dbs_dp_rwt_sb_pc_tukn…

#romcom #exmoor #devon #somerset #cornwall #friendship #archaeology #newstart
@AriaFiction",,6.0,4,friendship
Waffles&Willow,@WafflesWillow,May 25,Back home after a little bunny holiday and we are making the most of human missing us and proving many treats and head rubs! Whilst taking plenty of time to snooze! #rabbits #bunnies #pets #cute #bestfriends #floofy,1.0,2.0,41,friendship
Ninobuni World,@Ninobuniworld,May 25,"“Ghosted” 
Digital illustration 
By: Ninobuni.                                                   #mentalhealthawareness  #selflove #depression #friendship",1.0,,25,friendship
Francesca Rubulotta,@frubulotta,May 26,The real first champion of women’s rights in ICU. Her first a paper on critical care  https://ccforum.biomedcentral.com/articles/10.1186/cc11859… was done in 2013. Ten years of successes and improvements starting from her brave manuscript #rolemodels #friendship,,4.0,6,friendship
𝐌𝐞𝐡𝐫𝐚𝐣 𝐮𝐝𝐝𝐢𝐧 𝐖𝐚𝐝𝐨𝐨,@26wadoo,May 26,"Just had an amazing time meeting up with old friends and creating new memories! Nothing beats good company and laughter. Feeling grateful for these moments. #relaincefoundationyouth #FriendshipGoals #GoodTimes #CherishingMemories 
@renedysingh
 @gouramangi19
 @suyashdoesfootball",,,15,friendship
Bethanne Patrick Is The Book Maven on Bluesky,@TheBookMaven,May 24,Now that I've finished my memoir can I go back to The Shire? #squadgoals,1.0,,18,friendship
Oberon The Wheaten,@OberonWheaten,May 24,"I am so excited pals. My bestie is staying with me for a while. We played a bit hard today and need to sleep now. More fun will be had tomorrow though.

#BFFs",1.0,,41,friendship
Devonshire Freemasons,@DevonMasons,May 25,"£15,000 donation to Barnstaple Age Concern Read more  https://buff.ly/3J0UGsL 

#freemasonry #freemasons #Integrity #Friendship #Respect #charity #giving #donation #support #grant #local #devonshire #oneorganisation #RoyalArch @unitedgrandlodgeofengland #age #concern",,6.0,25,friendship
karen Mary Elizabeth,@marybethxx6,May 25,"Have an amazing 60th birthday dearest friend … here’s to more of the same next year too  #giggles #friendship 
@thebakingnanna1
 #twitterbakealong ",,2.0,19,friendship
Gina Gaston,@GinaGaston13,May 24,"Incredible time emceeing the Choice Foundation luncheon for the 
@mcclinksinc
 last weekend. Many of my Houston sisters came to support us and hear our national president give the keynote! 
@linksinc
 @WA_Links
 #service #friendship",1.0,,28,friendship
The Veterans Charity,@VETERANSCHARITY,May 25,"If you know of a Veteran who may be struggling to buy adequate food provisions for their dog and themselves, please share this with them and encourage them to reach out! http://veteranscharity.org.uk/ziggyspantry #dogs #veterans #bestfriends",1.0,60.0,46,friendship
Stephanie Wood loves the AEGEAN SUN,@AegeanSunSeries,May 26,"A holiday in Greece isn’t complete without a visit to the local market place with its tasty fruit and veg and unforgettable souvenirs, so step inside and enjoy the atmosphere…

#amreadingromance #womensfiction #friendship 
#bookclub #KU 

https://amzn.to/3F8KZn4",,11.0,8,friendship
Phumeza #SistaHoodHour,@phumeza_shh,May 26,"Some good lunchtime conversation this Friday! Join one my sista's 
@BontlePhiri
 and I in conversation with Dudu and 
@PabiMoloi
 on #POWERLunch - bring your skaftin 
@Powerfm987
 #friendship #lifetime #wellness",1.0,6.0,6,friendship
Gauranga Das,@GaurangaDas,May 25,"True friends are the ones who don't become strangers when they make new friends.

Remember, new people in your life are an addition, not a replacement.

#friendship #FriendshipGoals",5.0,13.0,73,friendship
Lisa-Marie,@BrownieLB_1,May 26,"I’m so l lucky to have the friends I do in my life,  I’m far from perfect,  I have my moments, melt downs, and life seriously gets on top of me.!! Last weekend was one of those  I do appreciate each and everyone one of you that accepts me for being just me #friendship",11.0,,100,friendship
David Williamson #47thIndiana RIP WILDE OSCAR,@47thIndiana,May 25,"#seniorcats #seniors #bestfriends #pets #cats
@MeowMiya88
#bekind #bekindalways   SENIORS IN POUNDS by Brenda Perrott Williamson  Be a hero to an older pet. There is plenty of love they have yet to share. And will be so grateful if you get them out of there!!!",1.0,24.0,22,friendship
Martin Matreo,@martinmatreo,May 26,"Everyone, I mean Everyone was THERE! My friends and family! Literally!  #friendship #family #jussayin 
@_143is
 @sosupersam
 #goblinnn",,3.0,7,friendship
Nina Badzin,@NinaBadzin,May 25,"I tried really hard not to FREAK OUT while interviewing one of my book idols, 
@gretchenrubin
! I think I handled myself decently. It was such a fun and inspiring conversation about #friendship and our five senses.",2.0,1.0,9,friendship
info@caritasshrewsbury.org.uk,@CaritasDio,May 26,"Thanks again this week to 
@McrCommCentral
 for sharing the Well Women’s story. What an inspiring group growing #confidence and #friendship. Thanks to the amazing team of women, volunteers and staff taking part #WeAreThis #TogetherWithRefugees #FamiliesTogether 
@RefugeeTogether",1.0,5.0,5,friendship
ILLUSIONE CIGARS,@illusionecigars,May 25," by @holysmokescigarclub: The cigar that made me really fall in love with cigars 20-ish years ago … @illusione_cigars OneOff. —Steve
arworld #friendship #friendshipmovement #community #connection",,1.0,26,friendship
Thierry Berthelot,@BangaloreFrance,May 25,"About 50 #management #students from 
@iaeparis
  visited 
@BangaloreFrance
 in order to learn about the #bilateral relations between France  & India  in #trade #academic & #scientific fields.
CG Thierry Berthelot explained the role of his office in strengthening this #friendship",,1.0,9,friendship
Whats Your Spaghetti Policy?,@SpagPolicyPod,May 26,"*NEW EPISODE*
(Lotts of Deception) w/
@Jawabreaker
 
Check us out on iTunes, Spotify, etc. or directly at  https://podbean.com/eas/pb-h7ind-141a260… 

#podcast #trending #spaghetti #TheLittleMermaid #friendship #Sony #AudioLeaks",,7.0,7,friendship
Pamela Smith,@PamelaS02958729,May 24,"Who can't wait to see these couples together again in S10!  I so hope Lucas and Lee become great friends like Elizabeth and Rosemary are! 
#Hearties #BestFriends
#allinforS10 
@hallmarkchannel
 @SCHeartHome
 @WCTH_TV
 
@erinkrakow
 @ChrisMcNally_
 @HuttonPascale
 @KavanjSmith",5.0,3.0,46,friendship
Cartoon Network,@cartoonnetwork,May 21,"Plank may be quiet, but he's a wood listener  Aren't Jonny x Plank #FriendshipGoals? 

#EdEddnEddy #Jonny #Plank #CartoonNetwork #2000s #1990s #90scartoons #2000scartoons #throwback #throwbackcartoons #ededdneddymeme #90skid #90s #nostalgia",30.0,132.0,602,friendship
KODA,@DOCTOR__KODA,May 23,SALE!!! SALE!!! SALE!!! PRICE REDUCED Misty Brightdown plush  10 inches 330$ (free shipping) #plush #MLP #mylittlepony #pony #plushie #Friendship #Equestria #Magic #toys #Misty #Brightdown #G5pony,4.0,35.0,165,friendship
R.N@turebeauty2,@R__Naturebeauty,May 22,"We are cute friends 
#friendship 
#cat #Caturday 
#CatsOfTwitter",2.0,71.0,145,friendship
Zing,@zingtv,May 21,"#HallyuTime | Kya है your reason to watch Hwarang?
Tune in to Hwarang every Mon – Fri at 6 PM only on Zing 
.
.
.
#Hwarang #ParkSeoJoon #ParkHyungSik #V #GoAra #ChoiMinHo #DoJiHan #LeeDaIn #SeoYeaJi #ChoYoonWoo #KimJiSoo #Warriors #Friendship #Love #Romance #KDrama #Korean",7.0,119.0,271,friendship
Laney & Neko pi frank archie,@LaneyBK,May 23,"This little kitty use to greet me every morning in front of a small cafe as I walk to work. He clearly lived in the area and just love meeting his favourite people 

#CatsOfTwitter #CatsOnTwitter #CatsLover #Cat #catlife #tuesdayvibe #feline #friendship #photography #lovecats",8.0,14.0,184,friendship
Mack's World,@mack_world,May 21,Sunday snuggles  #macksworld #bestfriends,10.0,14.0,188,friendship
Big Cat Rescue,@BigCatRescue,May 20,"“The people we meet change the way we see the world!”

#CameronLionAndZabuTiger #BigCatRescue #BigCats #Rescue #Cats #ChangeTheWorld #WorldChangers #Friends #Friendship #Lion #Tiger #Quotes #QuotesToLiveBy #Inspiring #InspirationalQuotes #CaroleBaskin #Florida #Sanctuary",3.0,14.0,75,friendship
Melisa Quigley Author,@MQuigley1963,May 23,"Write a #sixwordstory or a #poem about this picture.

Standing still
Admiring the view
Oh, how I love
Being with you

#friendship #WritingCommunity #poetrycommunity #prompt #nature #naturelovers",41.0,134.0,289,friendship
Juhi Sabri,@juhi_sabri,May 23,"Shared By #ShaheerSheikh 
Thank You Sir 
 #shaheernsheikh #friendship 
#sanaaminsheikh #kyamasthailife",,7.0,14,friendship
CciDrea Official || ||,@CciDreaofc,May 20,"#AndreaBrillantes 
@iamandrea_b
 with 
@Espanto2001
 and 
@kyle_echarri
 at the #UMHCelebrityWatchParty 
@ABSCBN
 @starmagicphils
 @iwanttfc
 

#DragYouAndMe #SeniorHigh #BestFriends 

Picture and videos courtesy of 
@DreamscapePH
 on FB and 
@showbiznow
 @gidgetgc
 on IG
…",,57.0,116,friendship
Cardiff Demons RLFC,@CardiffDemons,May 21," Demons On Fire  

#WomensRugbyLeague #CardiffDemons #ChallengeCup #Group1 #Round3 #SquadGoals #KweensOfTheSouth #NorthMeetsSouth #UppaDemons #WinnerWinner #DemonsOnFire #QuarterFinalsBaby!!!!!!",,4.0,19,friendship
The Penguins Family,@penguins_family,May 23,"Friends are the best!

#ThePenguinsFamily #penguin #friendship #cute #PenguinsLife #life #cartoon #dailylifecartoon #dailylife #illustrator #ilustracao #kidlitart #kidlitartist #插图师 #企鹅 #插画 #JulianaMotzko",1.0,4.0,20,friendship
Saokono Next stop: Salón manga Jerez 3 y 4 Junio,@SaokonoArt,May 22,"Next of the DigiDestined is YAMATO!
He is a character that I have always loved-hated
But I think he is one of the characters with the greatest personal growth

#yamato #ishida #digimon #matt #adventure #friendship #amistad #tsunomon #harajukustyle",,5.0,8,friendship
Pallavi(Ruby)Baruah,@25rubybaruah,May 23,Friends Forever . #FriendshipGoals ,2.0,3.0,19,friendship
𝚂𝚃𝙴𝙿𝙷 𝚀 ꧁🅂🄿🄽🄲🄷🄸꧂,@akaStephQ,May 23,"What an amazing weekend!  I had an absolute blast in Paris with Melina! I don’t get to see her very often but when I do it’s always such a fun adventure! 
Anywho, I hope everyone had a lovely weekend and a wonderful Monday!Goodnight everyone! 

#Happiness #friendship #love",1.0,2.0,25,friendship
Murray & Friends,@burrowingbolt,May 22,"Buffy's best little pal Dottie came for a visit to cheer her up, it was great to see Auntie Gill as well. Traditional greetings were of course observed  #dogs #dogsoftwitter #DogsofTwittter #Newfoundland #newfie #BFFs #littleandlarge",1.0,3.0,54,friendship
TheEnglishCaravanCo,@TheEnglishCarav,May 21,"Morning Campers!...  

#morningcampers #haveagreatday #lotsoflove #caravanlove #friendship #love  #caravanfamily #smile #behappy",2.0,2.0,13,friendship
James Price,@JPriceCartoons,May 21,"Sometimes Rita gets a little nervous (especially if she has a crush on a handsome young wolf like Wayne).

#cartoon #wolves #love #romance #couples #drawing #cute #friends #friendship #illustration #digitalart",2.0,4.0,28,friendship
